Skeleton_Metabolite	Metabolite	Formula	Ion Type	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	RT	RT_min	RT_max	RT_range	detections	S10228	S10229	S10230	S10231	S10232	S10233	S10234	S10235	SQ567_Blank_0	SQ567_Blank_1	SQ567_Blank_2	SQ567_Blank_3	SQ567_Blank_4	SQ567_Blank_5
Acetyl-CoA	11         Acetyl-CoA	C23H38N7O17P3S	[M+H]+	8.0	11.0	15.0	0.2	810.1331	810.1271	-7.4	S10229	10.78	10.54	10.92	0.38	9	0.0024525815723849763	0.004931677680101879	0.0	0.0	0.015081242811543537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetylcysteine	12         Acetylcysteine	C5H9NO3S	[M+H]+	6.0	8.0	15.0	0.2	164.0376	164.0372	-2.4	S10231	7.1	6.86	7.23	0.37	10	0.008129140367156458	0.010559077659859431	0.01179033944049368	0.008680607930471899	0.012916248865246293	0.010376196990424077	0.008721198223785441	0.010520798292637518	0.0	0.0	0.0	0.0	0.0	0.0
Adenine	13         Adenine	C5H5N5	[M+H]+	5.0	7.0	15.0	0.2	136.0618	136.0616	-1.3	SQ567_Blank_0	6.95	6.71	6.95	0.24	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adenosine	14         Adenosine	C10H13N5O4	[M+H]+	4.5	7.0	15.0	0.2	268.10400000000004	268.1019	-7.9	SQ567_Blank_0	5.67	5.49	5.89	0.4	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adenosine diphosphate ribose	15         Adenosine diphosphate ribose	C15H23N5O14P2	[M-H]-	10.9	12.9	15.0	0.2	558.0644	558.0622	-4.0	S10229	12.49	12.49	12.49	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adenosine monophosphate	16         Adenosine monophosphate	C10H14N5O7P	[M+H]+	9.8	11.8	15.0	0.2	348.0704	348.0655	-14.0	S10229	9.79	9.78	9.79	0.02	2	0.0	0.0011376417225264686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adenosine triphosphate	17         Adenosine triphosphate	C10H16N5O13P3	[M-H]-	12.5	14.5	15.0	0.2	505.9885	505.996	14.9	S10235	13.31	13.18	13.35	0.18	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adenylsuccinic acid	18         Adenylsuccinic acid	C14H18N5O11P	[M-H]-	14.5	16.5	15.0	0.2	462.0668	0.0	0.0		0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADP	19         ADP	C10H15N5O10P2	[M-H]-	11.1	13.1	15.0	0.2	426.0221	426.0223	0.4	SQ567_ISTD_0	11.61	11.61	11.61	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Allantoin	20         Allantoin	C4H6N4O3	[M-H]-	9.3	11.3	15.0	0.2	157.0367	157.0357	-6.5	S10230	10.16	9.92	10.24	0.32	16	1.1737080808183806	1.5451904476791711	1.6373857591793006	1.0434810469292215	1.0659490075259794	1.0	0.8612282665478721	1.0023423498287285	0.0	0.0	0.0	0.0	0.0	0.0
Aminoadipic acid	21         Aminoadipic acid	C6H11NO4	[M-H]-	5.9	7.9	15.0	0.2	160.0615	160.0607	-5.2	S10228	6.86	6.66	7.01	0.35	17	0.04366364498465367	0.041891538698231874	0.057949712413591876	0.03219861830780692	0.032793498555492614	0.026667578659370725	0.02392615401424772	0.025797809225734127	0.0	0.0	0.0	0.0	0.0	0.0
Argininosuccinic acid	22         Argininosuccinic acid	C10H18N4O6	[M-H]-	12.5	14.5	15.0	0.2	289.1154	289.1138	-5.4	S10230	13.41	13.23	13.61	0.38	11	0.000896137753350532	0.0	0.0014504371056156355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beta-Alanine	23         Beta-Alanine	C3H7NO2	[M+H]+	9.8	10.5	15.0	0.2	90.055	90.0554	4.9	S10230	10.31	10.07	10.48	0.41	17	0.23465575824731116	0.29053958312755546	0.31569305552557264	0.201934745619206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Betaine	24         Betaine	C5H11NO2	[M+H]+	7.0	8.2	15.0	0.2	118.0863	118.0862	-0.5	S10228	7.94	7.69	7.97	0.28	17	79.56046185168945	100.5239775837267	103.33547761036743	72.34775500892597	34.64054132926993	35.451567715458275	32.738164210067964	35.945675701806046	0.0	0.0	0.0	0.0	0.0	0.0
Butyrylcarnitine	25         Butyrylcarnitine	C11H21NO4	[M+H]+	4.2	6.2	15.0	0.2	232.1543	232.1538	-2.3	S10228	5.82	5.61	6.06	0.45	17	1.7131705454549575	1.7178842010148048	2.2194866447033847	1.2825651479121465	1.6763849044181427	1.4323698130414957	1.2984755878955665	1.384008738167398	0.0	0.0	0.0	0.0	0.0	0.0
Carbamoyl phosphate	26         Carbamoyl phosphate	CH4NO5P	[M-H]-	27.0	30.0	15.0	0.2	139.9754	139.9743	-8.1	S10231	27.6	27.6	27.85	0.25	17	0.1832351598251118	0.21870198770251084	0.2353661592105013	0.19326162462568067	0.5988061229744835	0.8291641586867305	0.6090060400855369	0.7251048923669678	0.0	0.0	0.0	0.0	0.0	0.0
Carnosine	27         Carnosine	C9H14N4O3	[M+H]+	10.6	12.6	15.0	0.2	227.1139	227.1134	-2.1	S10228	11.85	11.61	11.85	0.25	14	3.574679279101676	3.5139409887987734	4.475191869067568	2.944585876598103	2.1122449391751816	2.8213825809393525	2.9344745217972714	3.1451897331327237	0.0	0.0	0.0	0.0	0.0	0.0
CDP	28         CDP	C9H15N3O11P2	[M+H]+	13.0	15.0	15.0	0.2	404.0255	404.0206	-12.0	S10230	13.08	13.08	13.16	0.09	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Choline	29         Choline	C5H14NO	[Cat]+	11.0	15.0	15.0	0.2	104.10700000000001	104.1072	2.0	S10228	14.99	14.75	15.0	0.24	17	0.6633904019958736	0.4231443509958837	0.6963145899771584	0.42118919864010795	0.0	0.5145129958960328	0.0	0.7015899054031055	0.0	0.0	0.0	0.0	0.0	0.0
cis-Aconitic acid	30         cis-Aconitic acid	C6H6O6	[M-H]-	14.1	16.1	15.0	0.2	173.0092	173.0082	-5.6	S10228	14.82	14.6	14.9	0.3	17	0.468287237670529	0.4750381781473447	0.5505473532776021	0.3315934646086985	1.118310759434234	1.3267834017327862	1.198856856620826	1.2293920757222612	0.0	0.0	0.0	0.0	0.0	0.0
Citric acid	31         Citric acid	C6H8O7	[M-H]-	14.2	16.2	15.0	0.2	191.0197	191.0189	-4.3	S10228	15.02	14.78	15.11	0.34	17	2.5409486064800184	2.0887419075944536	2.428504537890648	1.7847872267570797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrulline	32         Citrulline	C6H13N3O3	[M+H]+	10.9	12.9	15.0	0.2	176.10299999999995	176.1028	-1.0	S10230	12.04	11.8	12.11	0.3	17	6.8273580619541105	7.981851712295498	9.38657906025546	5.774606644039968	5.770140048045901	7.515974008207935	7.899370604327902	8.848411652700994	0.0	0.0	0.0	0.0	0.0	0.0
Creatine	33         Creatine	C4H9N3O2	[M+H]+	10.0	11.5	15.0	0.2	132.0768	132.0765	-1.9	S10230	10.85	10.61	10.91	0.3	17	72.87011208661475	92.71844359166029	101.68331007453921	65.49739443584059	61.7616911187788	96.7143383492932	95.7285442194797	96.99457220454151	0.0	0.0	0.0	0.0	0.0	0.0
Creatinine	34         Creatinine	C4H7N3O	[M+H]+	5.2	7.2	15.0	0.2	114.0662	114.0662	0.1	S10230	6.63	6.4	6.63	0.23	17	48.649204584980424	66.18439697631511	64.88938760383623	42.52468498162288	24.325088382040647	23.03247788417693	22.43569557390453	22.86500186572978	0.0	0.0	0.0	0.0	0.0	0.0
Cyclic AMP	35         Cyclic AMP	C10H12N5O6P	[M-H]-	5.8	7.8	15.0	0.2	328.0452	328.0458	1.7	S10230	6.73	6.66	6.76	0.1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytidine	36         Cytidine	C9H13N3O5	[M+H]+	7.1	9.1	15.0	0.2	244.0928	244.0921	-2.9	S10230	8.39	8.14	8.45	0.31	17	0.7126893649709218	0.8129564661404444	1.0	0.5835543264256063	0.5928135126319924	0.5761395348837209	0.5347443000998413	0.6104587937397774	0.0	0.0	0.0	0.0	0.0	0.0
Cytidine monophosphate	37         Cytidine monophosphate	C9H14N3O8P	[M+H]+	11.8	13.8	15.0	0.2	324.0591	324.0567	-7.5	SQ567_Blank_0	12.03	12.03	12.03	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytidine triphosphate	38         Cytidine triphosphate	C9H16N3O14P3	[M-H]-	15.0	20.0	15.0	0.2	481.9772	481.9842	14.4	S10229	15.63	15.47	15.82	0.35	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytosine	39         Cytosine	C4H5N3O	[M+H]+	9.0	11.0	15.0	0.2	112.0505	112.0507	1.4	SQ567_Blank_0	10.09	9.84	10.33	0.49	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D-2-Hydroxyglutaric acid	40         D-2-Hydroxyglutaric acid	C5H8O5	[M-H]-	11.6	13.6	15.0	0.2	147.0299	147.0287	-8.2	S10228	12.15	11.92	12.18	0.26	17	1.0	1.0	1.2484182127001364	0.7296614605296391	1.0	0.9181846785225718	0.945168845426392	0.9846127232383636	0.0	0.0	0.0	0.0	0.0	0.0
D-Glucose	41         D-Glucose	C6H12O6	[M-H]-	9.0	11.0	15.0	0.2	179.0561	179.0552	-5.1	S10230	9.84	9.63	10.01	0.37	17	1.3843153516628317	1.4954507744767958	1.948074456924771	1.0521026952312396	0.973561627097969	1.016389420884633	1.0129841854721813	1.0611523897721251	0.0	0.0	0.0	0.0	0.0	0.0
D-Glyceraldehyde 3-phosphate	42         D-Glyceraldehyde 3-phosphate	C3H7O6P	[M-H]-	13.0	14.0	15.0	0.2	168.9908	168.9899	-5.0	S10235	13.15	13.01	13.17	0.16	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005096997972866615	0.0	0.0	0.0	0.0	0.0	0.0
Dihydrofolic acid	43         Dihydrofolic acid	C19H21N7O6	[M+H]+	13.0	16.0	15.0	0.2	444.1626	444.1676	11.2	S10230	13.47	13.47	13.47	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dihydroxyacetone phosphate	44         Dihydroxyacetone phosphate	C3H7O6P	[M-H]-	12.0	13.0	15.0	0.2	168.9908	168.9895	-7.4	S10234	12.9	12.87	12.99	0.12	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D-Ribose 5-phosphate	45         D-Ribose 5-phosphate	C5H11O8P	[M-H]-	12.4	13.8	15.0	0.2	229.0119	229.0109	-4.3	S10235	12.58	12.41	12.58	0.17	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D-Sedoheptulose 7-phosphate	46         D-Sedoheptulose 7-phosphate	C7H15O10P	[M-H]-	12.2	14.2	15.0	0.2	289.033	289.032	-3.5	S10228	13.15	13.0	13.33	0.33	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dTDP	47         dTDP	C10H16N2O11P2	[M-H]-	11.0	13.0	15.0	0.2	401.0157	401.0105	-12.9	SQ567_Blank_3	12.18	12.18	12.18	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAD	48         FAD	C27H33N9O15P2	[M+H]+	7.6	9.6	15.0	0.2	786.1644	786.1597	-6.0	S10235	8.0	8.0	8.03	0.03	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Folic acid	49         Folic acid	C19H19N7O6	[M+H]+	13.0	16.0	15.0	0.2	442.147	0.0	0.0		0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fructose 1,6-bisphosphate	50         Fructose 1,6-bisphosphate	C6H14O12P2	[M-H]-	14.1	16.1	15.0	0.2	338.9888	338.9904	4.8	SQ567_Blank_4	15.96	15.96	15.96	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fructose 6-phosphate	51         Fructose 6-phosphate	C6H13O9P	[M-H]-	12.6	13.5	15.0	0.2	259.0224	259.02099999999996	-5.6	S10228	12.88	12.76	12.93	0.17	12	0.0015250033706426655	0.0011899143842089412	0.0017848582730463835	0.0009371332914798877	0.0	0.0	0.009141371101224509	0.007532434533659444	0.0	0.0	0.0	0.0	0.0	0.0
Fumaric acid	52         Fumaric acid	C4H4O4	[M-H]-	12.2	14.2	15.0	0.2	115.0037	115.0024	-11.2	S10228	12.93	12.68	12.96	0.28	17	0.4190482098205232	0.4494008357935222	0.5269623869457501	0.33641940103183204	0.12034599511462653	0.18134473324213407	0.2505788925793493	0.1925321269079784	0.0	0.0	0.0	0.0	0.0	0.0
Glucose 6-phosphate	53         Glucose 6-phosphate	C6H13O9P	[M-H]-	13.6	14.4	15.0	0.2	259.0224	259.0216	-3.3	S10228	13.65	13.64	13.77	0.14	13	0.002469123213701011	0.0016984143823798046	0.0025417061782843924	0.0017026175432585306	0.010151943395102309	0.008773825809393525	0.008143159246123091	0.00881367551962772	0.0	0.0	0.0	0.0	0.0	0.0
Glutathione	54         Glutathione	C10H17N3O6S	[M+H]+	10.0	13.0	15.0	0.2	308.0911	308.0905	-1.9	S10235	11.26	11.09	11.51	0.42	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycerol 3-phosphate	55         Glycerol 3-phosphate	C3H9O6P	[M-H]-	11.5	13.0	15.0	0.2	171.0064	171.0056	-4.7	S10228	11.9	11.73	12.11	0.38	16	0.010227662836030414	0.00899333665829735	0.010940596766524908	0.007886166849032303	0.0	0.0	0.024037423504735884	0.02438552768990692	0.0	0.0	0.0	0.0	0.0	0.0
Glycine	56         Glycine	C2H5NO2	[M+H]+	10.7	12.7	15.0	0.2	76.0393	76.0399	7.8	S10230	11.8	11.56	11.87	0.31	17	1.3017857041697398	1.7111162326938263	1.7691368676922	1.20656745300791	0.0	0.99584268125855	0.9870158145278188	0.9976576501712716	0.0	0.0	0.0	0.0	0.0	0.0
Guanidoacetic acid	57         Guanidoacetic acid	C3H7N3O2	[M+H]+	10.7	12.7	15.0	0.2	118.0611	118.0612	0.8	S10230	11.87	11.62	11.93	0.31	17	1.1846793810706977	1.5003278219412668	1.6184588449471975	1.0852838088602614	0.0	0.8153657090743274	0.7634139488156326	0.8010368983021461	0.0	0.0	0.0	0.0	0.0	0.0
Guanine	58         Guanine	C5H5N5O	[M+H]+	7.7	9.7	15.0	0.2	152.0567	152.0544	-15.0	S10228	8.35	8.13	8.58	0.45	15	0.006263617113121034	0.0032927712111770822	0.004818793897949493	0.0025135188757791646	0.0	0.035645234838121286	0.026000908232194926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guanosine	59         Guanosine	C10H13N5O5	[M+H]+	7.7	9.7	15.0	0.2	284.0989	284.0965	-8.6	SQ567_Blank_0	9.56	9.31	9.56	0.25	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guanosine diphosphate	60         Guanosine diphosphate	C10H15N5O11P2	[M-H]-	13.8	15.8	15.0	0.2	442.0171	442.0135	-8.1	S10234	14.8	14.8	14.81	0.01	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guanosine monophosphate	61         Guanosine monophosphate	C10H14N5O8P	[M+H]+	12.6	14.6	15.0	0.2	364.0653	364.0618	-9.6	SQ567_Blank_0	12.75	12.75	13.0	0.25	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guanosine triphosphate	62         Guanosine triphosphate	C10H16N5O14P3	[M-H]-	15.0	17.0	15.0	0.2	521.9834	521.9783	-9.8	SQ567_Blank_2	16.37	16.37	16.37	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Homocysteine	63         Homocysteine	C4H9NO2S	[M-H]-	7.3	9.3	15.0	0.2	134.0281	134.0274	-5.4	S10228	8.47	8.38	8.47	0.09	8	0.007446401116674087	0.007717656087346561	0.00933069657612448	0.0054641977978276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypotaurine	64         Hypotaurine	C2H7NO2S	[M+H]+	10.0	12.0	15.0	0.2	110.027	110.0272	1.6	S10230	11.23	11.02	11.28	0.26	11	0.0950297466296406	0.12550235206653831	0.14573361405856644	0.10437522281895067	0.02397750991363249	0.05533059735522116	0.048354426667882464	0.05699864404992005	0.0	0.0	0.0	0.0	0.0	0.0
Hypoxanthine	65         Hypoxanthine	C5H4N4O	[M+H]+	5.8	7.8	15.0	0.2	137.0458	137.0455	-2.1	S10230	7.0	6.76	7.09	0.33	17	16.57116066805571	21.177167659074932	22.133911833311725	15.114677633414464	5.8923733443198705	6.51413907888737	5.930017917601528	6.815455753439215	0.0	0.0	0.0	0.0	0.0	0.0
Inosine	66         Inosine	C10H12N4O5	[M+H]+	6.4	8.4	15.0	0.2	269.08799999999997	269.0889	3.2	S10228	7.68	7.56	7.86	0.31	10	0.013485516433440854	0.01576602008717259	0.017637294143123986	0.011176895841072588	0.0	0.0067879616963064295	0.0	0.00583170398259398	0.0	0.0	0.0	0.0	0.0	0.0
Inosinic acid	67         Inosinic acid	C10H13N4O8P	[M+H]+	11.4	13.4	15.0	0.2	349.0544	0.0	0.0		0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Acetylcarnitine	68         L-Acetylcarnitine	C9H17NO4	[M+H]+	6.3	8.3	15.0	0.2	204.123	204.1227	-1.6	S10230	7.66	7.44	7.78	0.33	17	6.542853614405277	7.036648176127166	8.946219043758553	5.322005450930504	4.850579570091174	4.608993616051071	4.3056062751172295	4.611981341104143	0.0	0.0	0.0	0.0	0.0	0.0
L-Alanine	69         L-Alanine	C3H7NO2	[M+H]+	10.6	11.2	15.0	0.2	90.055	90.0553	3.8	S10228	11.05	10.81	11.05	0.24	17	9.435670350014332	12.004905338111849	12.510041473189178	8.393253565158263	5.820332261944071	11.258640218878249	10.954383325001512	11.351589785548944	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine	70         L-Arginine	C6H14N4O2	[M+H]+	18.5	21.0	15.0	0.2	175.11900000000003	175.1187	-1.4	S10228	20.27	20.23	20.47	0.25	17	1.0822854883353104	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Asparagine	71         L-Asparagine	C4H8N2O3	[M+H]+	10.3	12.3	15.0	0.2	133.0608	133.0606	-1.3	S10228	11.52	11.29	11.54	0.25	17	0.2457654531220082	0.2554511321746362	0.3018565489646069	0.2072821251802645	0.04572691388393249	0.11177428180574556	0.12440732426399953	0.12303668895687728	0.0	0.0	0.0	0.0	0.0	0.0
L-Aspartic acid	72         L-Aspartic acid	C4H7NO4	[M-H]-	10.8	12.8	15.0	0.2	132.0302	132.0291	-8.6	S10230	11.69	11.44	11.8	0.35	17	0.7483139422243522	0.8576817033896341	0.9945766755301564	0.6185680880763262	0.2766006969584057	0.4558695850433197	0.4677074447925577	0.4982017880642834	0.0	0.0	0.0	0.0	0.0	0.0
L-Carnitine	73         L-Carnitine	C7H16NO3	[Cat]+	8.3	10.3	15.0	0.2	162.1125	162.1122	-1.7	S10230	9.69	9.45	9.72	0.26	17	19.01988373265535	21.566418351199932	25.33533364228052	15.994424434015093	10.58297813901402	12.476350205198358	11.889929167127779	12.935800517929785	0.0	0.0	0.0	0.0	0.0	0.0
L-Cystathionine	74         L-Cystathionine	C7H14N2O4S	[M+H]+	12.2	14.2	15.0	0.2	223.0747	223.0743	-1.8	S10228	13.26	13.01	13.36	0.35	17	0.10470026206038606	0.05130565808882857	0.08850697647235012	0.05009223245706077	0.05014424878042377	0.09369813041495667	0.09358808556824666	0.1157000162202632	0.0	0.0	0.0	0.0	0.0	0.0
L-Cysteine	75         L-Cysteine	C3H7NO2S	[M+H]+	13.0	17.0	15.0	0.2	122.027	122.0273	2.2	S10235	13.26	13.01	13.47	0.46	17	0.0	0.0	0.0	0.0	0.02219169284552304	0.012493388052895576	0.0	0.019971698437341444	0.0	0.0	0.0	0.0	0.0	0.0
L-Cystine	76         L-Cystine	C6H12N2O4S2	[M-H]-	11.7	13.7	15.0	0.2	239.0166	239.0155	-4.5	S10235	12.67	12.45	12.72	0.27	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Glutamic acid	77         L-Glutamic acid	C5H9NO4	[M+H]+	10.0	13.0	15.0	0.2	148.0604	148.0601	-2.3	S10228	11.5	11.33	11.61	0.27	17	13.645638614988766	15.745306130412569	17.348460763769506	11.330927677730525	17.251542204759552	19.40543182854537	20.19275973040648	20.762414693800586	0.0	0.0	0.0	0.0	0.0	0.0
L-Glutamine	78         L-Glutamine	C5H10N2O3	[M+H]+	10.1	12.1	15.0	0.2	147.0764	147.0761	-2.2	S10230	11.27	11.04	11.42	0.38	17	31.87723836165239	37.99839247338708	43.14188190359509	28.193546128229645	30.112630174805087	43.51054081167351	43.23153112241793	43.546500618047965	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine	79         L-Histidine	C6H9N3O2	[M+H]+	9.9	11.9	15.0	0.2	156.0768	156.0764	-2.3	S10228	10.8	10.56	10.86	0.3	17	6.653784127048869	8.080074888920594	8.834411351424821	5.870207782318629	8.39877895957096	12.604245326037393	12.721130739040305	12.466227893898704	0.0	0.0	0.0	0.0	0.0	0.0
L-Isoleucine	80         L-Isoleucine	C6H13NO2	[M+H]+	6.0	7.5	15.0	0.2	132.1019	132.1018	-0.8	S10230	7.44	7.32	7.45	0.13	17	11.41952706767684	12.947149087240472	15.848460726160289	8.913366670755119	14.940062788863608	13.834806201550386	12.637100180501607	14.079816479307976	0.0	0.0	0.0	0.0	0.0	0.0
L-Kynurenine	81         L-Kynurenine	C10H12N2O3	[M+H]+	6.0	8.0	15.0	0.2	209.0921	209.0917	-1.8	S10235	7.44	7.21	7.62	0.41	17	0.12900321882212185	0.13416140383395178	0.187445696990202	0.09923026581048404	2.3719851399016263	1.81949202006384	1.6846092402282191	1.885378671232844	0.0	0.0	0.0	0.0	0.0	0.0
L-Lactic acid	82         L-Lactic acid	C3H6O3	[M-H]-	6.2	8.2	15.0	0.2	89.0244	89.0231	-14.8	S10230	7.17	6.93	7.38	0.46	17	64.2123421038022	76.67273240909087	88.46732733025023	55.559142728103296	17.308605547998944	16.458135886912903	15.002993229633114	16.000027166943262	0.0	0.0	0.0	0.0	0.0	0.0
